supplierId,partnerId,identifierId
11ed763274161500ac61cf6a4ce37df8,638f6576d17ec8001fd3fa23,BR01961898000127
11ed38cd77ad7160a5ee218a2ad31530,638f6576d17ec8001fd3fa23,US163881114L
11ebb7c119b0f250970fef6ee65aa087,638f6576d17ec8001fd3fa23,US188279256L
11eb9177cf6b3ee094448fae33b66228,638f6576d17ec8001fd3fa23,DE2150204624
