supplierId,partnerId,identifierId
11eb7ea2a87280108c89e7ce04eb36f3,638f6576d17ec8001fd3fa23,US411321939
11ed35d5f0ba70d08b8521b5a912fa06,638f6576d17ec8001fd3fa23,US161300373L
11eb736a542b65f0b3a7176e964ebd2c,638f6576d17ec8001fd3fa23,CALEI1833007
11ed7469aaab6220bcf89d7fbd459f35,638f6576d17ec8001fd3fa23,US311212862L
